url_hash_id,client_hash_id,word_count,days_since_update,clicks_last_30d,peak_clicks_30d,log_peak_clicks,target_click_loss,predicted_click_loss,action,reason_code
url_e3266d81e983cbf9,client_8ddc46da5414ffd8,3055,91,0.0,23,3.1780538303479458,23.0,22.809582877484456,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_33cc79989e9d9f58,client_86ebc2f12c01f586,2931,79,0.0,23,3.1780538303479458,23.0,22.809582877484456,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_438527c7e69ce06e,client_86ebc2f12c01f586,3045,70,0.0,23,3.1780538303479458,23.0,22.802930175855746,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_85b65501930026d7,client_06d356715a8ff3b6,2277,69,0.0,23,3.1780538303479458,23.0,22.774896667791122,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_221c4baf9b95d726,client_86ebc2f12c01f586,3273,64,0.0,23,3.1780538303479458,23.0,22.698439999162265,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_dfdc94cb12ab93f9,client_e547b89c05043229,2917,64,0.0,23,3.1780538303479458,23.0,22.698439999162265,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_152ec0583dab8620,client_8ddc46da5414ffd8,2912,50,0.0,23,3.1780538303479458,23.0,22.69103511268853,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_3837835ba5420b48,client_8ddc46da5414ffd8,3127,54,0.0,23,3.1780538303479458,23.0,22.69103511268853,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_8b0a5e5faafac990,client_23a62021009f63c4,3348,58,0.0,20,3.044522437723423,20.0,22.049694909247343,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_1c18409389c12411,client_73cda7b4e4f265ea,997,54,0.0,22,3.1354942159291497,22.0,21.976657033820583,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_cfec965bf87b6205,client_06d356715a8ff3b6,2197,79,0.0,22,3.1354942159291497,22.0,21.890704423226854,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_bb7342049458db1b,client_0fa64a184f18a4a0,2525,91,0.0,22,3.1354942159291497,22.0,21.881710301888756,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_423402ba617eddf5,client_20259bd6705d81d4,3003,91,0.0,22,3.1354942159291497,22.0,21.83153756194138,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_ad2418f927e44911,client_e547b89c05043229,3111,96,0.0,22,3.1354942159291497,22.0,21.83153756194138,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_104e45f0fa18c819,client_8ddc46da5414ffd8,3416,91,0.0,22,3.1354942159291497,22.0,21.83153756194138,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_2999efbf84f54535,client_20259bd6705d81d4,3671,91,0.0,22,3.1354942159291497,22.0,21.83153756194138,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_607fcdbcca6497db,client_73cda7b4e4f265ea,2749,53,0.0,13,2.639057329615259,13.0,21.80039824280955,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_617b780a04b8b458,client_8ddc46da5414ffd8,2735,49,0.0,19,2.995732273553991,19.0,21.738443868089902,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_1691a5a8a283efbf,client_23a62021009f63c4,3084,54,0.0,22,3.1354942159291497,22.0,21.690168047660592,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_bb8dbd006ea6181d,client_8ddc46da5414ffd8,3230,56,0.0,22,3.1354942159291497,22.0,21.648401357158026,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
url_87cc0406d4ff58f9,client_23a62021009f63c4,3135,58,0.0,19,2.995732273553991,19.0,21.087560662253836,PRIORITY_REFRESH,STALE_CONTENT_HIGH_LOSS
